,id,instruction,response,test_list,instruction_en
399,400,"একটি প্রদত্ত স্ট্রিং এর প্রতিটি শব্দের প্রথম এবং শেষ অক্ষরকে বড় করে লিখতে একটি পাইথন ফাংশন লিখুন।
Exammple:
capitalize_first_last_letters(s)","def capitalize_first_last_letters(s):
    words = s.split()
    processed = []
    for word in words:
        if not word:
            continue
        first = word[0].upper()
        last = word[-1].upper()
        middle = word[1:-1]
        new_word = first + middle + last
        processed.append(new_word)
    return ' '.join(processed)
","""['assert capitalize_first_last_letters(\""python\"") == \""PythoN\""', 'assert capitalize_first_last_letters(\""bigdata\"") == \""BigdatA\""', 'assert capitalize_first_last_letters(\""Hadoop\"") == \""HadooP\""']""","Write a Python function that capitalizes the first and last letters of each word in a given string.

Example:
capitalize_first_last_letters(s: str) -> str:
"
400,401,"একটি পূর্ণসংখ্যা অ্যারেতে সমস্ত জোড়া খুঁজে বের করার জন্য একটি ফাংশন লিখুন যার যোগফল একটি প্রদত্ত সংখ্যার সমান।
Exammple:
get_pairs_count(lst, n, n2)","def get_pairs_count(lst, n, n2):
    target = n2
    freq = {}
    count = 0
    for num in lst:
        complement = target - num
        count += freq.get(complement, 0)
        freq[num] = freq.get(num, 0) + 1
    return count
","""['assert get_pairs_count([1, 5, 7, -1, 5], 5, 6) == 3', 'assert get_pairs_count([1, 5, 7, -1], 4, 6) == 2', 'assert get_pairs_count([1, 1, 1, 1], 4, 2) == 6']""","Write a function to find all pairs in an integer array whose sum is equal to a given number.

Example:
get_pairs_count(lst: list[int], target_sum: int)
"
401,402,"সর্বনিম্ন দৈর্ঘ্যের তালিকা খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
min_length(lst)","def min_length(lst):
    min_len = float('inf')
    min_sub = None
    for sub in lst:
        current_len = len(sub)
        if current_len < min_len:
            min_len = current_len
            min_sub = sub
    return (min_len, min_sub)
","""['assert min_length([[0], [1, 3], [5, 7], [9, 11], [13, 15, 17]])==(1, [0])', 'assert min_length([[1], [5, 7], [10, 12, 14,15]])==(1, [1])', 'assert min_length([[5], [15,20,25]])==(1, [5])']""","Write a function to find the list with the minimum length.
Example:
def min_length(lst: list) -> list:
"
402,403,"nth জ্যাকবস্টাল-লুকাস সংখ্যা খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
jacobsthal_lucas(n)","def jacobsthal_lucas(n):
    if n == 0:
        return 2
    elif n == 1:
        return 1
    a, b = (2, 1)
    for i in range(2, n + 1):
        current = b + 2 * a
        a, b = (b, current)
    return b
","""['assert jacobsthal_lucas(5) == 31', 'assert jacobsthal_lucas(2) == 5', 'assert jacobsthal_lucas(4) == 17']""","Write a function to find the nth Jacobsthal-Lucas number.

Example:
jacobsthal_lucas(n: int) -> int
"
403,404,"পূর্ণসংখ্যার একটি অ্যারেতে নেতিবাচক সংখ্যার অনুপাত খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
negative_count(lst)","def negative_count(lst):
    count_neg = sum((1 for x in lst if x < 0))
    return round(count_neg / len(lst), 2)
","""['assert negative_count([0, 1, 2, -1, -5, 6, 0, -3, -2, 3, 4, 6, 8])==0.31', 'assert negative_count([2, 1, 2, -1, -5, 6, 4, -3, -2, 3, 4, 6, 8])==0.31', 'assert negative_count([2, 4, -6, -9, 11, -12, 14, -5, 17])==0.44']""","Write a function to find the ratio of negative numbers in an array of integers.
Example:
def negative_count(lst: list[int]) -> float:
"
404,405,"একটি প্রদত্ত মান তৈরি করে এমন ন্যূনতম সংখ্যক মুদ্রা খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
min_coins(lst, n, n2)","def min_coins(lst, n, n2):
    target = n2
    dp = [float('inf')] * (target + 1)
    dp[0] = 0
    for i in range(1, target + 1):
        for coin in lst:
            if coin <= i:
                dp[i] = min(dp[i], dp[i - coin] + 1)
    return dp[target] if dp[target] != float('inf') else -1
","""['assert min_coins([9, 6, 5, 1] ,4,11)==2', 'assert min_coins([4,5,6,7,8,9],6,9)==1', 'assert min_coins([1, 2, 3],3,4)==2']""","Write a function to find the minimum number of coins that make a given value.

Example:
min_coins(coins: list, amount: int)
"
405,406,"একটি ফাংশন লিখুন যা এই দুইটি স্ট্রিং একে অপরের পার্মুটেশন কিনা তা পরীক্ষা করে।
Exammple:
check_permutation(s, s2)","def check_permutation(s, s2):
    if len(s) != len(s2):
        return False
    return sorted(s) == sorted(s2)
","""['assert check_permutation(\""abc\"", \""cba\"") == True', 'assert check_permutation(\""test\"", \""ttew\"") == False', 'assert check_permutation(\""xxyz\"", \""yxzx\"") == True']""","Write a function that checks if two strings are permutations of each other.

Example:

def check_permutation(s: str, s2: str) -> bool:
"
406,407,"প্রদত্ত টিউপেল থেকে নির্দিষ্ট ডেটা টাইপ উপাদানগুলি সরিয়ে ফেলার জন্য একটি ফাংশন লিখুন।
Exammple:
remove_datatype(tup, param)","def remove_datatype(tup, param):
    return [elem for elem in tup if type(elem) != param]
","""['assert remove_datatype((4, 5, 4, 7.7, 1.2), int) == [7.7, 1.2]', 'assert remove_datatype((7, 8, 9, \""SR\""), str) == [7, 8, 9]', 'assert remove_datatype((7, 1.1, 2, 2.2), float) == [7, 2]']""","Write a function to remove elements of a specific data type from a given tuple.
Example:
remove_datatype(tup: tuple, data_type: type)
"
407,408,"একটি স্ট্রিংয়ের মধ্যে একটি আক্ষরিক স্ট্রিং অনুসন্ধান করার জন্য একটি ফাংশন লিখুন এবং মূল স্ট্রিংয়ের মধ্যে অবস্থানটি সন্ধান করুন যেখানে প্যাটার্নটি ঘটে।
Exammple:
search_literal(s, s2)","def search_literal(s, s2):
    start = s2.find(s)
    return (start, start + len(s))
","""[\""assert search_literal('python','python programming language')==(0,6)\"", \""assert search_literal('programming','python programming language')==(7,18)\"", \""assert search_literal('language','python programming language')==(19,27)\""]""","Write a function to search for a literal string within a string and find the position within the original string where the pattern occurs.

Example:

```python
def search_literal(s: str, s2: str) -> int:
```
"
408,409,"একটি সিলিন্ডারের উপরের বা নীচের পৃষ্ঠের ক্ষেত্রফল খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
topbottom_surfacearea(n)","def topbottom_surfacearea(n):
    return n ** 2 * 3.1415
","""['assert topbottom_surfacearea(10)==314.15000000000003', 'assert topbottom_surfacearea(5)==78.53750000000001', 'assert topbottom_surfacearea(4)==50.264']""","Write a function to find the area of the top or bottom surface of a cylinder.

Example:
topbottom_surfacearea(radius)
"
409,410,"একটি তালিকার n-তম আইটেম নির্বাচন করার জন্য একটি ফাংশন লিখুন।
Exammple:
nth_items(lst, n)","def nth_items(lst, n):
    return lst[::n]
","""['assert nth_items([1, 2, 3, 4, 5, 6, 7, 8, 9],2)==[1, 3, 5, 7, 9] ', 'assert nth_items([10,15,19,17,16,18],3)==[10,17] ', 'assert nth_items([14,16,19,15,17],4)==[14,17]']""","Write a function to select the nth item from a list.
Example:
def nth_items(lst: list, n: int):
"
410,411,"একটি প্রদত্ত স্ট্রিং-এ প্রথম পুনরাবৃত্ত শব্দটি খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
first_repeated_word(s)","def first_repeated_word(s):
    seen = set()
    for word in s.split():
        if word in seen:
            return word
        seen.add(word)
    return 'None'
","""['assert first_repeated_word(\""ab ca bc ab\"") == \""ab\""', 'assert first_repeated_word(\""ab ca bc\"") == \\'None\\'', 'assert first_repeated_word(\""ab ca bc ca ab bc\"") == \""ca\""']""","Write a Python function to find the first repeated word in a given string.
Example:
first_repeated_word(s: str) -> str:
"
411,412,"একটি প্রদত্ত স্ট্রিং তালিকাকে একটি টিপলে রূপান্তর করতে একটি পাইথন ফাংশন লিখুন।
Exammple:
string_list_to_tuple(tup)","def string_list_to_tuple(tup):
    return tuple((c for c in tup if c != ' '))
","""['assert string_list_to_tuple((\""python 3.0\"")) == (\\'p\\', \\'y\\', \\'t\\', \\'h\\', \\'o\\', \\'n\\', \\'3\\', \\'.\\', \\'0\\')', 'assert string_list_to_tuple((\""bigdata\"")) == (\\'b\\', \\'i\\', \\'g\\', \\'d\\', \\'a\\', \\'t\\', \\'a\\')', 'assert string_list_to_tuple((\""language\"")) == (\\'l\\', \\'a\\', \\'n\\', \\'g\\', \\'u\\', \\'a\\', \\'g\\',\\'e\\')']""","Write a Python function to convert a given list of strings into a tuple.

Example:

string_list_to_tuple(string_list: list[str]) -> tuple[str]:
"
412,413,"মানচিত্র ফাংশন ব্যবহার করে সূচকের সংশ্লিষ্ট সংখ্যার উপর ভিত্তি করে এই সংখ্যার শক্তি ধারণকারী একটি তালিকা তৈরি করতে একটি ফাংশন লিখুন।
Exammple:
basesnum_coresspondingnum(lst, lst2)","def basesnum_coresspondingnum(lst, lst2):
    return list(map(lambda x: x[0] ** x[1], zip(lst, lst2)))
","""['assert basesnum_coresspondingnum([10, 20, 30, 40, 50, 60, 70, 80, 90, 100],[1, 2, 3, 4, 5, 6, 7, 8, 9, 10])==[10, 400, 27000, 2560000, 312500000, 46656000000, 8235430000000, 1677721600000000, 387420489000000000, 100000000000000000000]', 'assert basesnum_coresspondingnum([1, 2, 3, 4, 5, 6, 7],[10, 20, 30, 40, 50, 60, 70])==[1, 1048576, 205891132094649, 1208925819614629174706176, 88817841970012523233890533447265625, 48873677980689257489322752273774603865660850176, 143503601609868434285603076356671071740077383739246066639249]', 'assert basesnum_coresspondingnum([4, 8, 12, 16, 20, 24, 28],[3, 6, 9, 12, 15, 18, 21])==[64, 262144, 5159780352, 281474976710656, 32768000000000000000, 6979147079584381377970176, 2456510688823056210273111113728]']""","Write a function using the map function to create a list containing the power of each number in a list, where the power is determined by the corresponding number's index in another list.

Example:

def basesnum_coresspondingnum(lst: list, lst2: list) -> list:
"
413,414,"একটি প্রদত্ত অ্যারেতে সর্বোচ্চ এবং সর্বনিম্ন ফ্রিকোয়েন্সিগুলির মধ্যে পার্থক্য খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
find_Diff(lst, n)","from collections import Counter

def find_Diff(lst, n):
    counts = Counter(lst)
    frequencies = counts.values()
    if not frequencies:
        return 0
    return max(frequencies) - min(frequencies)
","""['assert find_Diff([1,1,2,2,7,8,4,5,1,4],10) == 2', 'assert find_Diff([1,7,9,2,3,3,1,3,3],9) == 3', 'assert find_Diff([1,2,1,2],4) == 0']""","Write a Python function to find the difference between the highest and lowest frequencies in a given array.

Example:
def find_Diff(lst: list, n: int) -> int:
"
414,415,"একটি ফাংশন লিখুন যেটা দিয়ে আপনি জানতে পারবেন যে, প্রদত্ত সংখ্যাটি প্রচুর পরিমাণে আছে কি না।
Exammple:
check_abundant(n)","import math

def check_abundant(n):
    if n <= 1:
        return False
    sum_div = 1
    sqrt_n = int(math.sqrt(n))
    for i in range(2, sqrt_n + 1):
        if n % i == 0:
            sum_div += i
            other = n // i
            if other != i:
                sum_div += other
    return sum_div > n
","""['assert check_abundant(12) == True', 'assert check_abundant(15) == False', 'assert check_abundant(18) == True']""","Write a function to determine if a given number is abundant.

Example:

def check_abundant(n: int) -> bool:
"
415,416,"একটি ফাংশন লিখুন যা রেজেক্স ব্যবহার করে প্রদত্ত স্ট্রিং-এ স্পেস, কমা বা বিন্দু-এর সবগুলো ঘটনার জায়গায় কলাম দিয়ে প্রতিস্থাপন করে।
Exammple:
fill_spaces(s)","import re

def fill_spaces(s):
    return re.sub('[ ,.]', ':', s)
","""[\""assert fill_spaces('Boult Curve Wireless Neckband') == 'Boult:Curve:Wireless:Neckband'\"", \""assert fill_spaces('Stereo Sound Sweatproof') == 'Stereo:Sound:Sweatproof'\"", \""assert fill_spaces('Probass Curve Audio') == 'Probass:Curve:Audio'\""]""","Write a function that uses regular expressions to replace all occurrences of spaces, commas, or periods in a given string with colons.

Example:
def fill_spaces(s: str) -> str:
"
416,417,"দুটি সংখ্যা যোগ করার জন্য একটি ফাংশন লিখুন এবং সমষ্টির সংখ্যা মুদ্রণ করুন।
Exammple:
count_digits(n, n2)","def count_digits(n, n2):
    return len(str(abs(n + n2)))
","""['assert count_digits(9875,10)==(4)', 'assert count_digits(98759853034,100)==(11)', 'assert count_digits(1234567,500)==(7)']""","Write a function to add two numbers and print the sum.

Example:
add_numbers(number1, number2)
"
417,418,"একটি স্ট্রিং এ টিপল তালিকা সমতল করার জন্য একটি ফাংশন লিখুন।
Exammple:
flatten_tuple(lst)","def flatten_tuple(lst):
    return ' '.join((element for t in lst for element in t))
","""[\""assert flatten_tuple([('1', '4', '6'), ('5', '8'), ('2', '9'), ('1', '10')]) == '1 4 6 5 8 2 9 1 10'\"", \""assert flatten_tuple([('2', '3', '4'), ('6', '9'), ('3', '2'), ('2', '11')]) == '2 3 4 6 9 3 2 2 11'\"", \""assert flatten_tuple([('14', '21', '9'), ('24', '19'), ('12', '29'), ('23', '17')]) == '14 21 9 24 19 12 29 23 17'\""]""","Write a function to flatten a list of tuples into a string.

Example:

def flatten_tuple(lst: list[tuple]) -> str:
"
418,419,"একটি পাইথন ফাংশন লিখুন যা একটি প্রদত্ত সংখ্যার প্রথম এবং শেষ বিটকে টগল করে।
Exammple:
toggle_F_and_L_bits(n)","def toggle_F_and_L_bits(n):
    highest_bit_mask = 1 << n.bit_length() - 1
    return n ^ highest_bit_mask ^ 1
","""['assert toggle_F_and_L_bits(10) == 3', 'assert toggle_F_and_L_bits(15) == 6', 'assert toggle_F_and_L_bits(20) == 5']""","Write a Python function that toggles the first and last bits of a given number.

Example:

def toggle_F_and_L_bits(n: int) -> int:
"
419,420,"একটি স্ট্রিংয়ে অক্ষরের শেষ উপস্থিতি খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
last_occurence_char(s, s2)","def last_occurence_char(s, s2):
    pos = s.rfind(s2)
    return pos + 1 if pos != -1 else None
","""['assert last_occurence_char(\""hello world\"",\\'l\\')==10', 'assert last_occurence_char(\""language\"",\\'g\\')==7', 'assert last_occurence_char(\""little\"",\\'y\\')==None']""","Write a function to find the last occurrence of a character in a string.
Example:
last_occurence_char(s: str, s2: str) -> int:
"
420,421,"একটি পাইথন ফাংশন লিখুন যাতে o থেকে n পর্যন্ত সমস্ত পরপর সংখ্যার হ্যামিং দূরত্বের যোগফল পাওয়া যায়।
Exammple:
Total_Hamming_Distance(n)","def Total_Hamming_Distance(n):
    sum_s = 0
    i = 1
    while True:
        divisor = 2 ** i
        if divisor > n:
            break
        sum_s += n // divisor
        i += 1
    return n + sum_s
","""['assert Total_Hamming_Distance(4) == 7', 'assert Total_Hamming_Distance(2) == 3', 'assert Total_Hamming_Distance(5) == 8']""","Write a Python function to find the sum of Hamming distances of all consecutive numbers from 0 to n.

Example:

```python
def total_hamming_distance(n: int) -> int:
  # Function implementation here
  pass
```
"
421,422,"প্রদত্ত ক্রমের দীর্ঘতম ক্রমবর্ধমান উপসারণের দৈর্ঘ্য খুঁজে বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
longest_increasing_subsequence(lst)","def longest_increasing_subsequence(lst):
    if not lst:
        return 0
    dp = [1] * len(lst)
    for i in range(len(lst)):
        for j in range(i):
            if lst[j] < lst[i]:
                dp[i] = max(dp[i], dp[j] + 1)
    return max(dp)
","""['assert longest_increasing_subsequence([10, 22, 9, 33, 21, 50, 41, 60]) == 5', 'assert longest_increasing_subsequence([3, 10, 2, 1, 20]) == 3', 'assert longest_increasing_subsequence([50, 3, 10, 7, 40, 80]) == 4 ']""","Write a function to find the length of the longest increasing subsequence of a given sequence.

Example:
```python
def longest_increasing_subsequence(lst: list[int]) -> int:
```
"
422,423,"প্রথম n অদ্ভুত প্রাকৃতিক সংখ্যার পঞ্চম ক্ষমতার যোগফল খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
odd_Num_Sum(n)","def odd_Num_Sum(n):
    total = 0
    for k in range(1, n + 1):
        total += (2 * k - 1) ** 5
    return total
","""['assert odd_Num_Sum(1) == 1', 'assert odd_Num_Sum(2) == 244', 'assert odd_Num_Sum(3) == 3369']""","Write a Python function to find the sum of the fifth powers of the first n odd natural numbers.

Example:
def odd_Num_Sum(n):
"
423,424,"একটি সাজানো এবং ঘূর্ণিত অ্যারেতে সর্বাধিক উপাদান খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
find_Max(lst, n, n2)","def find_Max(lst, n, n2):
    return max(lst[n:n2 + 1])
","""['assert find_Max([2,3,5,6,9],0,4) == 9', 'assert find_Max([3,4,5,2,1],0,4) == 5', 'assert find_Max([1,2,3],0,2) == 3']""","Write a Python function to find the maximum element in a sorted and rotated array.

Example:
`find_Max(lst: list, n: int) -> int:`
"
424,425,"একটি প্রদত্ত নেস্টেড তালিকা থেকে একটি নির্দিষ্ট কলাম বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
extract_column(lst, n)","def extract_column(lst, n):
    return [sublist[n] for sublist in lst]
","""['assert extract_column([[1, 2, 3], [2, 4, 5], [1, 1, 1]],0)==[1, 2, 1]', 'assert extract_column([[1, 2, 3], [-2, 4, -5], [1, -1, 1]],2)==[3, -5, 1]', 'assert extract_column([[1, 3], [5, 7], [1, 3], [13, 15, 17], [5, 7], [9, 11]],0)==[1, 5, 1, 13, 5, 9]']""","Write a function to extract a specific column from a given nested list.
Example:
extract_column(lst: list[list[any]], n: int) -> list[any]:
"
425,426,"একটি প্রদত্ত ক্রমটি রৈখিক কিনা তা পরীক্ষা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
Seq_Linear(lst)","def Seq_Linear(lst):
    if len(lst) < 2:
        return 'Non Linear Sequence'
    diff = lst[1] - lst[0]
    for i in range(2, len(lst)):
        if lst[i] - lst[i - 1] != diff:
            return 'Non Linear Sequence'
    return 'Linear Sequence'
","""['assert Seq_Linear([0,2,4,6,8,10]) == \""Linear Sequence\""', 'assert Seq_Linear([1,2,3]) == \""Linear Sequence\""', 'assert Seq_Linear([1,5,2]) == \""Non Linear Sequence\""']""","Write a Python function to check if a given sequence is linear.

Example:

```python
def Seq_Linear(lst: list) -> bool:
    # Function implementation here
    pass
```
"
426,427,"একটি ফাংশন লিখুন যেটি প্রদত্ত টিউপলকে একটি ফ্লোটিং-পয়েন্ট সংখ্যায় রূপান্তর করবে।
Exammple:
tuple_to_float(tup)","def tuple_to_float(tup):
    return float(str(tup[0]) + '.' + str(tup[1]))
","""['assert tuple_to_float((4, 56)) == 4.56', 'assert tuple_to_float((7, 256)) == 7.256', 'assert tuple_to_float((8, 123)) == 8.123']""","Write a function that converts a given tuple into a floating-point number.

Example:
tuple_to_float(tup: tuple) -> float
"
427,428,"একটি মিশ্র তালিকা থেকে অদ্ভুত সংখ্যা খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
Split(lst)","def Split(lst):
    return [x for x in lst if x % 2 != 0]
","""['assert Split([1,2,3,4,5,6]) == [1,3,5]', 'assert Split([10,11,12,13]) == [11,13]', 'assert Split([7,8,9,1]) == [7,9,1]']""","Write a Python function to find the odd numbers from a mixed list.

Example:
Split(lst: list) -> list
"
428,429,"প্রথম n টি প্রাকৃতিক সংখ্যার ঘনক্ষেত্রের যোগফল এবং প্রথম n টি প্রাকৃতিক সংখ্যার যোগফলের মধ্যে পার্থক্য খুঁজে বের করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
difference(n)","def difference(n):
    s = n * (n + 1) // 2
    return s * (s - 1)
","""['assert difference(3) == 30', 'assert difference(5) == 210', 'assert difference(2) == 6']""","Write a Python function to find the difference between the sum of the cubes of the first n natural numbers and the square of the sum of the first n natural numbers.
Example:
difference(n: int) -> int:
"
429,430,"একটি পাইথন ফাংশন লিখুন যা xor কে অদ্ভুত সংখ্যার সাথে জোড়া করে গণনা করে।
Exammple:
find_Odd_Pair(lst, n)","def find_Odd_Pair(lst, n):
    xor = 0
    for num in lst[:n]:
        if num % 2 == 1:  # odd numbers ✅
            xor ^= num
    return xor

","""['assert find_Odd_Pair([5,4,7,2,1],5) == 6', 'assert find_Odd_Pair([7,2,8,1,0,5,11],7) == 12', 'assert find_Odd_Pair([1,2,3],3) == 2']""","Write a Python function that calculates the XOR of all odd numbers in a list.

Example:

def find_Odd_Pair(lst: list, n: int):
"
430,431,"একটি স্ট্রিংয়ে অক্ষর কেস টগল করার জন্য একটি ফাংশন লিখুন।
Exammple:
toggle_string(s)","def toggle_string(s):
    return s.swapcase()
","""['assert toggle_string(\""Python\"")==(\""pYTHON\"")', 'assert toggle_string(\""Pangram\"")==(\""pANGRAM\"")', 'assert toggle_string(\""LIttLE\"")==(\""liTTle\"")']""","Write a function to toggle the case of characters in a string.

Example:
toggle_string(s: str) -> str
"
431,432,"দুটি পূর্ণসংখ্যার মধ্যে অঙ্ক দূরত্ব খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
digit_distance_nums(n, n2)","def digit_distance_nums(n, n2):
    s1 = str(n)
    s2 = str(n2)
    max_len = max(len(s1), len(s2))
    s1_padded = s1.zfill(max_len)
    s2_padded = s2.zfill(max_len)
    total = 0
    for d1, d2 in zip(s1_padded, s2_padded):
        total += abs(int(d1) - int(d2))
    return total
","""['assert digit_distance_nums(1,2) == 1', 'assert digit_distance_nums(23,56) == 6', 'assert digit_distance_nums(123,256) == 7']""","Write a Python function to find the digit distance between two integers.
Example:
digit_distance_nums(n: int, n2: int)
"
432,433,"প্রদত্ত অ্যারেতে সংলগ্ন সাবঅ্যারেগুলির বৃহত্তম যোগফল খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
max_sub_array_sum(lst, n)","def max_sub_array_sum(lst, n):
    if n == 0:
        return 0
    max_current = max_global = lst[0]
    for i in range(1, n):
        current_num = lst[i]
        max_current = max(current_num, max_current + current_num)
        if max_current > max_global:
            max_global = max_current
    return max_global
","""['assert max_sub_array_sum([-2, -3, 4, -1, -2, 1, 5, -3], 8) == 7', 'assert max_sub_array_sum([-3, -4, 5, -2, -3, 2, 6, -4], 8) == 8', 'assert max_sub_array_sum([-4, -5, 6, -3, -4, 3, 7, -5], 8) == 10']""","Write a function to find the largest sum of contiguous subarrays in a given array.

Example:

max_sub_array_sum(lst: list, n: int) -> int:
"
433,434,"প্রদত্ত টুপলগুলির উপাদানগুলির ইউনিয়ন খুঁজে পেতে একটি ফাংশন লিখুন।
Exammple:
union_elements(tup, tup2)","def union_elements(tup, tup2):
    seen = set()
    result = []
    for elem in tup:
        if elem not in seen:
            seen.add(elem)
            result.append(elem)
    for elem in tup2:
        if elem not in seen:
            seen.add(elem)
            result.append(elem)
    return tuple(result)
","""['assert union_elements((3, 4, 5, 6),(5, 7, 4, 10) ) == (3, 4, 5, 6, 7, 10)', 'assert union_elements((1, 2, 3, 4),(3, 4, 5, 6) ) == (1, 2, 3, 4, 5, 6)', 'assert union_elements((11, 12, 13, 14),(13, 15, 16, 17) ) == (11, 12, 13, 14, 15, 16, 17)']""","Write a function to find the union of the elements of the given tuples.

Example:
union_elements(tup1: tuple, tup2: tuple)
"
434,435,"একটি ফাংশন লিখুন যাতে প্রতিটি উপাদানকে, তার জোড়া উপাদানকে প্রদত্ত টিপলের অন্যান্য অনুরূপ জোড়া থেকে বরাদ্দ করা যায়।
Exammple:
assign_elements(lst)","def assign_elements(lst):
    elements = set()
    for pair in lst:
        elements.update(pair)
    result = {elem: [] for elem in elements}
    for a, b in lst:
        result[a].append(b)
    return result
","""['assert assign_elements([(5, 3), (7, 5), (2, 7), (3, 8), (8, 4)] ) == {3: [8], 5: [3], 7: [5], 2: [7], 8: [4], 4: []}', 'assert assign_elements([(6, 4), (9, 4), (3, 8), (4, 9), (9, 5)] ) == {4: [9], 6: [4], 9: [4, 5], 8: [], 3: [8], 5: []}', 'assert assign_elements([(6, 2), (6, 8), (4, 9), (4, 9), (3, 7)] ) == {2: [], 6: [2, 8], 8: [], 9: [], 4: [9, 9], 7: [], 3: [7]}']""","Write a function that assigns each element to its corresponding pair element from other similar pairs in a given tuple.

Example:
assign_elements(lst: tuple) -> None:
"
435,436,"উপ-তালিকার সর্বোচ্চ দৈর্ঘ্য খুঁজে পেতে একটি পাইথন ফাংশন লিখুন।
Exammple:
Find_Max_Length(lst)","def Find_Max_Length(lst):
    return max((len(sublist) for sublist in lst)) if lst else 0
","""['assert Find_Max_Length([[1],[1,4],[5,6,7,8]]) == 4', 'assert Find_Max_Length([[0,1],[2,2,],[3,2,1]]) == 3', 'assert Find_Max_Length([[7],[22,23],[13,14,15],[10,20,30,40,50]]) == 5']""","Write a Python function to find the maximum length of a sublist.

Example:

```python
def find_max_length(lst: list[list]) -> int:
```
"
436,437,"একটি স্ট্রিং এর উদ্ধৃতি চিহ্নের মধ্যে থেকে মান বের করার জন্য একটি ফাংশন লিখুন।
Exammple:
extract_values(s)","import re

def extract_values(s):
    return re.findall('""([^""]*)""', s)
","""['assert extract_values(\\'\""Python\"", \""PHP\"", \""Java\""\\')==[\\'Python\\', \\'PHP\\', \\'Java\\']', 'assert extract_values(\\'\""python\"",\""program\"",\""language\""\\')==[\\'python\\',\\'program\\',\\'language\\']', 'assert extract_values(\\'\""red\"",\""blue\"",\""green\"",\""yellow\""\\')==[\\'red\\',\\'blue\\',\\'green\\',\\'yellow\\']']""","Write a function to extract the value from inside quotation marks in a string.

Example:

extract_values(s: str) -> str:
"
437,438,"প্রদত্ত অ্যারে থেকে অসম উপাদান জোড়া গণনা করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
count_Pairs(lst, n)","import collections

def count_Pairs(lst, n):
    freq = collections.Counter(lst)
    total = n * (n - 1) // 2
    same_pairs = sum((v * (v - 1) // 2 for v in freq.values()))
    return total - same_pairs
","""['assert count_Pairs([1,2,1],3) == 2', 'assert count_Pairs([1,1,1,1],4) == 0', 'assert count_Pairs([1,2,3,4,5],5) == 10']""","Write a Python function to count the number of unequal element pairs from a given array.
Example:
def count_Pairs(lst: list, n: int) -> int:
"
438,439,"একটি স্ট্রিংকে অক্ষরে বিভক্ত করার জন্য একটি পাইথন ফাংশন লিখুন।
Exammple:
split(s)","def split(s):
    return list(s)
","""[\""assert split('python') == ['p','y','t','h','o','n']\"", \""assert split('Name') == ['N','a','m','e']\"", \""assert split('program') == ['p','r','o','g','r','a','m']\""]""","Write a Python function to split a string into individual characters.

Example:

split(s: str) -> list[str]:
"
439,440,"একটি অ-নতিবাচক পূর্ণসংখ্যার যোগফল পেতে একটি ফাংশন লিখুন।
Exammple:
sum_digits(n)","def sum_digits(n):
    total = 0
    while n > 0:
        total += n % 10
        n = n // 10
    return total
","""['assert sum_digits(345)==12', 'assert sum_digits(12)==3', 'assert sum_digits(97)==16']""","Write a function to get the sum of the digits of a non-negative integer.

Example:

def sum_digits(n: int) -> int:
"
440,441,"একটি নির্দিষ্ট তালিকা সাজানো আছে কিনা তা পরীক্ষা করার জন্য একটি ফাংশন লিখুন।
Exammple:
issort_list(lst)","def issort_list(lst):
    for i in range(len(lst) - 1):
        if lst[i] > lst[i + 1]:
            return False
    return True
","""['assert issort_list([1,2,4,6,8,10,12,14,16,17])==True', 'assert issort_list([1, 2, 4, 6, 8, 10, 12, 14, 20, 17])==False', 'assert issort_list([1, 2, 4, 6, 8, 10,15,14,20])==False']""","Write a function to check if a given list is sorted.

Example:
is_sorted(lst: list) -> bool:
"
441,442,"খালি অভিধানের একটি তালিকা তৈরি করতে একটি ফাংশন লিখুন।
Exammple:
empty_list(n)","def empty_list(n):
    return [{} for _ in range(n)]
","""['assert empty_list(5)==[{},{},{},{},{}]', 'assert empty_list(6)==[{},{},{},{},{},{}]', 'assert empty_list(7)==[{},{},{},{},{},{},{}]']""","Write a function to create a list of empty dictionaries.

Example:

def empty_list(n):
"
